apyg,candidate,candidateUrl,totalBefore,totalAfter,posAfter,posBefore
Alytaus,Remigijus PELENIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68756/Kandidato68756Anketa.html,182,182,12,12
Alytaus,Algimanta ŠČIGLINSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67755/Kandidato67755Anketa.html,140,140,13,13
Alytaus,Gintaras ČEKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66959/Kandidato66959Anketa.html,137,137,14,14
Alytaus,Regina MILIAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67653/Kandidato67653Anketa.html,114,114,15,15
Alytaus,Nijolė VIŠKELIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69992/Kandidato69992Anketa.html,46,46,16,16
Gargždų,Petras GRAŽULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66464/Kandidato66464Anketa.html,5963,5419,1,1
Gargždų,Agnė BILOTAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67289/Kandidato67289Anketa.html,5667,5220,2,2
Gargždų,Andžela ŠAKINIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67914/Kandidato67914Anketa.html,1651,1558,3,3
Gargždų,Antanas VALYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66832/Kandidato66832Anketa.html,1516,1443,4,4
Gargždų,Egidijus SKARBALIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66716/Kandidato66716Anketa.html,1138,1102,5,5
Gargždų,Diana STANKAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67104/Kandidato67104Anketa.html,989,954,6,6
Gargždų,Aivaras VASYLIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69802/Kandidato69802Anketa.html,671,650,7,7
Gargždų,Nijolė KATKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67548/Kandidato67548Anketa.html,576,565,8,8
Gargždų,Renatas BERNIKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68766/Kandidato68766Anketa.html,361,339,9,9
Gargždų,Antanas JASAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68847/Kandidato68847Anketa.html,320,302,10,10
Gargždų,Mindaugas KRENCIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68034/Kandidato68034Anketa.html,129,125,11,11
Gargždų,Loreta RUPEIKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68177/Kandidato68177Anketa.html,110,110,12,12
Gargždų,Edgaras ŽUKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69975/Kandidato69975Anketa.html,66,65,13,13
Šilutės-Pagėgių,Kęstas KOMSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66456/Kandidato66456Anketa.html,5160,5160,1,1
Šilutės-Pagėgių,Artūras SKARDŽIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66897/Kandidato66897Anketa.html,2750,2750,2,2
Šilutės-Pagėgių,Saulius STANKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67925/Kandidato67925Anketa.html,2222,2222,3,3
Šilutės-Pagėgių,Arvydas JAKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68139/Kandidato68139Anketa.html,1756,1756,4,4
Šilutės-Pagėgių,Edvinas KRUNGOLCAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67337/Kandidato67337Anketa.html,1341,1341,5,5
Šilutės-Pagėgių,Saulius JUODZEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66685/Kandidato66685Anketa.html,1249,1249,6,6
Šilutės-Pagėgių,Raimondas PLIKŠNYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67156/Kandidato67156Anketa.html,1227,1227,7,7
Šilutės-Pagėgių,Arūnas VALINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69726/Kandidato69726Anketa.html,965,965,8,8
Šilutės-Pagėgių,Bronius MARKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68654/Kandidato68654Anketa.html,740,740,9,9
Šilutės-Pagėgių,Donatas JANČARAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68319/Kandidato68319Anketa.html,191,191,10,10
Šilalės-Šilutės,Remigijus ŽEMAITAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66463/Kandidato66463Anketa.html,7829,7829,1,1
Šilalės-Šilutės,Jonas GUDAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67318/Kandidato67318Anketa.html,3321,3321,2,2
Šilalės-Šilutės,Albinas EŽERSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66871/Kandidato66871Anketa.html,2924,2924,3,3
Šilalės-Šilutės,Vitas JAŠKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67966/Kandidato67966Anketa.html,884,884,4,4
Šilalės-Šilutės,Teresė JANKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68718/Kandidato68718Anketa.html,578,578,5,5
Šilalės-Šilutės,Jonas ZAJANČKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66739/Kandidato66739Anketa.html,373,373,6,6
Šilalės-Šilutės,Eugenijus DEGUTIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68868/Kandidato68868Anketa.html,359,359,7,7
Šilalės-Šilutės,Kęstutis VILNIŠKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69809/Kandidato69809Anketa.html,247,247,8,8
Šilalės-Šilutės,Artūras KILTINAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67168/Kandidato67168Anketa.html,239,239,9,9
Šilalės-Šilutės,Magdelena AUŠKALNIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69976/Kandidato69976Anketa.html,81,81,10,10
Šilalės-Šilutės,Danutė BUDREIKAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68136/Kandidato68136Anketa.html,49,49,11,11
Šilalės-Šilutės,Antanas ČEBATARIŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67472/Kandidato67472Anketa.html,41,41,12,12
Tauragės,Darius PETROŠIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66875/Kandidato66875Anketa.html,4945,4764,1,1
Tauragės,Stasys ŠEDBARAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67305/Kandidato67305Anketa.html,2417,2344,2,2
Tauragės,Vaidotas GLOBYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67954/Kandidato67954Anketa.html,2131,2079,3,3
Tauragės,Žilvinas MACIJAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66726/Kandidato66726Anketa.html,1282,1268,4,4
Tauragės,Linas STANKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67120/Kandidato67120Anketa.html,1155,1139,5,5
Tauragės,Aušrinė NORKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68736/Kandidato68736Anketa.html,923,906,6,6
Tauragės,Egidijus KLUMBYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66474/Kandidato66474Anketa.html,893,872,7,7
Tauragės,Linas JANUŠONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69780/Kandidato69780Anketa.html,788,766,8,8
Tauragės,Saulius OŽELIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69849/Kandidato69849Anketa.html,444,433,9,9
Tauragės,Edis BUDGINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67652/Kandidato67652Anketa.html,335,333,10,10
Tauragės,Juozas JANKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68186/Kandidato68186Anketa.html,275,272,11,11
Tauragės,Edas MATULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69946/Kandidato69946Anketa.html,50,49,12,12
Plungės-Rietavo,Jurgis RAZMA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67291/Kandidato67291Anketa.html,5542,5542,1,1
Plungės-Rietavo,Mindaugas JURČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67961/Kandidato67961Anketa.html,3113,3113,2,2
Plungės-Rietavo,Rimantas VAITKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66858/Kandidato66858Anketa.html,2570,2570,3,3
Plungės-Rietavo,Audrius KLIŠONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69739/Kandidato69739Anketa.html,2389,2389,4,4
Plungės-Rietavo,Andriejus STANČIKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68650/Kandidato68650Anketa.html,1704,1704,5,5
Plungės-Rietavo,Albinas KLIMAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66489/Kandidato66489Anketa.html,1394,1394,6,6
Plungės-Rietavo,Jurgita CHOROMANSKYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67090/Kandidato67090Anketa.html,845,845,7,7
Plungės-Rietavo,Petras BEINORAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68839/Kandidato68839Anketa.html,585,585,8,8
Plungės-Rietavo,Benas Renatas BALTUSIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68193/Kandidato68193Anketa.html,207,207,9,9
Kretingos,Vaidotas BACEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67327/Kandidato67327Anketa.html,3007,3007,1,1
Kretingos,Jolita VAICKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66493/Kandidato66493Anketa.html,2903,2903,2,2
Kretingos,Dainius BUDRYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66896/Kandidato66896Anketa.html,2700,2700,3,3
Kretingos,Giedrius MOZŪRAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67933/Kandidato67933Anketa.html,2425,2425,4,4
Kretingos,Almantas SKRUIBYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67130/Kandidato67130Anketa.html,1428,1428,5,5
Kretingos,Jurgis ZABILIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66713/Kandidato66713Anketa.html,940,940,6,6
Kretingos,Janė NARVILIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68148/Kandidato68148Anketa.html,725,725,7,7
Kretingos,Dainius KEPENIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68653/Kandidato68653Anketa.html,598,598,8,8
Kretingos,Jurijus PETROVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69774/Kandidato69774Anketa.html,288,288,9,9
Kretingos,Arvydas GRIGAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68877/Kandidato68877Anketa.html,268,268,10,10
Kretingos,Vytautas ŠVANYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67454/Kandidato67454Anketa.html,179,179,11,11
Kretingos,Kęstutis RUPULEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67542/Kandidato67542Anketa.html,133,133,12,12
Kretingos,Donatas BARTKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67694/Kandidato67694Anketa.html,93,93,13,13
Skuodo-Mažeikių,Audronė PITRĖNIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67926/Kandidato67926Anketa.html,2807,2807,1,1
Skuodo-Mažeikių,Gediminas ANUŽIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67328/Kandidato67328Anketa.html,2485,2485,2,2
Skuodo-Mažeikių,Bronislovas STASIULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66918/Kandidato66918Anketa.html,1989,1989,3,3
Skuodo-Mažeikių,Aldona STAPONKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66480/Kandidato66480Anketa.html,1985,1985,4,4
Skuodo-Mažeikių,Adomas STATKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68744/Kandidato68744Anketa.html,1216,1216,5,5
Skuodo-Mažeikių,Jonas DAPŠAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66710/Kandidato66710Anketa.html,905,905,6,6
Skuodo-Mažeikių,Antanas NAUJOKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68140/Kandidato68140Anketa.html,707,707,7,7
Skuodo-Mažeikių,Kęstutis DVARŽECKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68369/Kandidato68369Anketa.html,651,651,8,8
Skuodo-Mažeikių,Stasys VAINORAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67083/Kandidato67083Anketa.html,566,566,9,9
Skuodo-Mažeikių,Romualdas ŠLIOGERIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67541/Kandidato67541Anketa.html,238,238,10,10
Skuodo-Mažeikių,Irena SIMUTIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69807/Kandidato69807Anketa.html,200,200,11,11
Mažeikių,Kęstutis BARTKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66490/Kandidato66490Anketa.html,3075,3075,1,1
Mažeikių,Laima NAGIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66870/Kandidato66870Anketa.html,2597,2597,2,2
Mažeikių,Romas VENCLOVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67935/Kandidato67935Anketa.html,2298,2298,3,3
Mažeikių,Lina RIMKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67346/Kandidato67346Anketa.html,1578,1578,4,4
Mažeikių,Stanislovas GIEDRAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66379/Kandidato66379Anketa.html,1405,1405,5,5
Mažeikių,Audronė MALŪKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68147/Kandidato68147Anketa.html,1081,1081,6,6
Mažeikių,Aurelija GURSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66675/Kandidato66675Anketa.html,1005,1005,7,7
Mažeikių,Daiva ŠIDEIKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67540/Kandidato67540Anketa.html,911,911,8,8
Mažeikių,Apolinaras STONKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68758/Kandidato68758Anketa.html,755,755,9,9
Mažeikių,Virgilijus EIDIMTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67158/Kandidato67158Anketa.html,650,650,10,10
Mažeikių,Pranas NOREIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68363/Kandidato68363Anketa.html,541,541,11,11
Mažeikių,Vygantas GROSS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69806/Kandidato69806Anketa.html,260,260,12,12
Mažeikių,Virginijus SUNGAILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69942/Kandidato69942Anketa.html,216,216,13,13
Mažeikių,Gintaras BERŽANSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68869/Kandidato68869Anketa.html,197,197,14,14
Akmenės-Joniškio,Saulius BUCEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67884/Kandidato67884Anketa.html,4867,4867,1,1
Akmenės-Joniškio,Zofija PAULIKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66881/Kandidato66881Anketa.html,2400,2400,2,2
Akmenės-Joniškio,Apolinaras NICIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69747/Kandidato69747Anketa.html,2283,2283,3,3
Akmenės-Joniškio,Valius ĄŽUOLAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68698/Kandidato68698Anketa.html,1335,1335,4,4
Akmenės-Joniškio,Raimondas BITINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66520/Kandidato66520Anketa.html,1281,1281,5,5
Akmenės-Joniškio,Artūras LISTAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67378/Kandidato67378Anketa.html,1017,1017,6,6
Akmenės-Joniškio,Artūras VAŠKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68180/Kandidato68180Anketa.html,363,363,7,7
Akmenės-Joniškio,Jolanta Ada JANUITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67185/Kandidato67185Anketa.html,285,285,8,8
Akmenės-Joniškio,Nijolė VILIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68367/Kandidato68367Anketa.html,205,205,9,9
Akmenės-Joniškio,Audronė MILTENIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69101/Kandidato69101Anketa.html,163,163,10,10
Akmenės-Joniškio,Daiva AUGUSTINIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69936/Kandidato69936Anketa.html,129,129,11,11
Telšių,Valentinas BUKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67886/Kandidato67886Anketa.html,7077,6732,1,1
Telšių,Vytautas KLEIVA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66883/Kandidato66883Anketa.html,2890,2765,2,2
Telšių,Irena SKERNEVIČIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66479/Kandidato66479Anketa.html,2243,2142,4,3
Telšių,Gediminas VAGNORIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68831/Kandidato68831Anketa.html,2242,2148,3,4
Telšių,Vilma SAVICKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67355/Kandidato67355Anketa.html,1160,1082,5,5
Telšių,Vytautas RAKICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68685/Kandidato68685Anketa.html,673,606,6,6
Telšių,Alvydas JOKŠAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70041/Kandidato70041Anketa.html,578,559,7,7
Telšių,Tatjana ŽGUNOVA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66730/Kandidato66730Anketa.html,441,412,9,8
Telšių,Paulius RUMBUTIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67202/Kandidato67202Anketa.html,434,426,8,9
Telšių,Deivydas RUBEŽIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69771/Kandidato69771Anketa.html,211,205,10,10
Telšių,Leonas Kęstutis DUNAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68233/Kandidato68233Anketa.html,141,137,11,11
Telšių,Vaclovas RINGYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67461/Kandidato67461Anketa.html,140,134,12,12
Telšių,Gintaras SABECKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69932/Kandidato69932Anketa.html,62,61,13,13
Kelmės,Alma MONKAUSKAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66865/Kandidato66865Anketa.html,3166,3166,1,1
Kelmės,Izidorius ŠIMKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68740/Kandidato68740Anketa.html,2558,2558,2,2
Kelmės,Borisas MARKULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67953/Kandidato67953Anketa.html,1999,1999,3,3
Kelmės,Kęstutis BILIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69744/Kandidato69744Anketa.html,1634,1634,4,4
Kelmės,Kęstutis MASIULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67296/Kandidato67296Anketa.html,1556,1556,5,5
Kelmės,Petras BERESNEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66530/Kandidato66530Anketa.html,1055,1055,6,6
Kelmės,Algis Petras KRUTKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67115/Kandidato67115Anketa.html,623,623,7,7
Kelmės,Alė JURGAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66734/Kandidato66734Anketa.html,529,529,8,8
Kelmės,Regina MUSNECKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68324/Kandidato68324Anketa.html,354,354,9,9
Kelmės,Laimutė BURBIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68455/Kandidato68455Anketa.html,109,109,10,10
Kelmės,Jonas MARCINKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68154/Kandidato68154Anketa.html,62,62,11,11
Raseinių,Edmundas JONYLA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66847/Kandidato66847Anketa.html,5917,5917,1,1
Raseinių,Darius ULICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67911/Kandidato67911Anketa.html,4954,4954,2,2
Raseinių,Vida AČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67537/Kandidato67537Anketa.html,4796,4796,3,3
Raseinių,Žilvinas LELEIVA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67341/Kandidato67341Anketa.html,936,936,4,4
Raseinių,Erika DRUNGYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66698/Kandidato66698Anketa.html,731,731,5,5
Raseinių,Artūras RAULIČKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68755/Kandidato68755Anketa.html,530,530,6,6
Raseinių,Petras VEŽBAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67749/Kandidato67749Anketa.html,367,367,7,7
Raseinių,Andrius KASPARAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67485/Kandidato67485Anketa.html,314,314,8,8
Raseinių,Jonas MAŽINTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67451/Kandidato67451Anketa.html,230,230,9,9
Raseinių,Modestas KLIKNA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67201/Kandidato67201Anketa.html,226,226,10,10
Raseinių,Rimas STANKŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68198/Kandidato68198Anketa.html,125,125,11,11
Raseinių,Žydrūnas GRENCEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69827/Kandidato69827Anketa.html,77,77,12,12
Raseinių,Edita NAVAKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67680/Kandidato67680Anketa.html,45,45,13,13
Kėdainių,Virginija BALTRAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67883/Kandidato67883Anketa.html,10619,10619,1,1
